Profile_Name,Rating_Star,Headings,Base_Reviews,category
Rose Brandt,,,I just got this and it seems pretty good. I'd like to be able to finetune the sensitivity a bit more since it either records about 10% too many steps or none at all. But that's not a big deal for me. A bigger issue (why 4 stars instead of 5) is that I would like to be able to pay to remove the ads and I can't see any way to do that.,Functionality and Features
James Noonan,,,Really like the app design and functions. It computes steps very accurately for me. Computes a calorie burn which seems reliable too. The GPS distances were a off a good bit. Covered a known distance of 3.92 miles and Step Tracker only counted 3.45 miles.,Performance and Stability
Lynne Shaw,,,"I love the simplicity... But recently the tracking of the route or the distance has been way off. I've sent reports from within the app, and updated yesterday hoping that might fix things, but it hasn't. Please fix tracking.",Functionality and Features
Hannah.B Love,,,Amazing app really useful and plays a big part in my weight loss programme xx,Functionality and Features
John Neidigh,,,CanÃ¢â¬â¢t figure out how to simply start and stop daily steps to keep a CONSISTENT record in the mySugr app. I just want it to AUTOMATICALLY show me how many steps I take each day (@ ANY set time) preferably in a scrollable table (mySugr should have this option instead of itÃ¢â¬â¢s silly Ã¢â¬Åenter a number of stepsÃ¢â¬,Performance and Stability
Mike Pro,,,This app is really good my only complaint is that the fasting portion of the diet plan has no countdown clock it just says the amount of time you have to fast and the eating window it would be alot better as a motivator and more intuative of an app to see how far you have come as opposed to having to keep up with it on your own.,Functionality and Features
Mitchell Sanchez,,,I like it never realized how much I walked quite amazing when you don't have a car. Only thing that I wish you had was a meditation type of workout as well to add to the cool things they already has with it I really do love this app not too many ads and it's really cool.,Functionality and Features
vaishali leekha,,,This is an amazing step counter app!!!!!! As we do workout daily but we couldn't calculate of total workout so it helps us a lot in getting our daily workout info.. there is another benefit that from this we can listen to the songs and keep doing our workout Ã°Å¸Ë,Functionality and Features
Meg Chua,,,"App is very good but one thing that it could improve on is, it's pausing during exercise when you're not doing anything on the phone and just leave it on your pocket. You have to resume it to continue.",Compatibility and Device Issues
Florence Lam,,,The app is great and reliable. It is useful in motivating me to exercise because I can track my progress. It would be helpful if the historical log/report includes pace per km so that I can review my average pace speed per day or week.,Functionality and Features
A&Pmcn,,,I find this app motivating. I like when my footsteps are automatically shown on my home screen. I wish my progress and data was brought forward to my new cell phone when I changed phones. Now on my new phone I am starting from scratch at the bottom levels.,Functionality and Features
Marcia Wilson,,,"It's a good app. Only thing I've to criticize is: the associated GPS tracking accuracy is laughable. But then that has been in my other uses too, so I'm not shocked. It puts me places in my 2-acre yard I haven't been in days. GPS has, in the past also located my house in the middle of the highway, wrong side of it, and (before I corrected it) twenty miles east of its true site. Go (re)figure!",Functionality and Features
